名称,钱包地址,分组,链,代币,Token状态,视角,排名,角色
Buttcoin-早期建仓-top1,FFcYgSSgWHforA9rXXkA48p8YFoz8TSW85Jpo3CQHDyS,无数据,sol,Buttcoin,追踪中,早期建仓,1,current-holder
67-早期建仓-top1,DMAFL613XTipuA3jFNYczavWT7XsiYf9cR3qmRMZQhB6,无数据,sol,67,追踪中,早期建仓,1,current-holder
LMAO!-早期建仓-top1,AFaYrFH7hUYnkv5mbvbnRHwX29M9JzUL3ySGtQz69AUv,无数据,sol,LMAO!,追踪中,早期建仓,1,"early-buyer,current-holder"
TROLL-早期建仓-top1,3FmDjqwKSCyQyRZZNJvNKbxT5uZrD6VwbpfYrgLw38pv,无数据,sol,TROLL,追踪中,早期建仓,1,"pnl-leader,current-holder"
Fartcoin -早期建仓-top1,9SLPTL41SPsYkgdsMzdfJsxymEANKr5bYoBsQzJyKpKS,无数据,sol,Fartcoin ,追踪中,早期建仓,1,current-holder
testicle-早期建仓-top1,GJwcetNWR9YcpYBDjpuofWj5JGCPnxBFg89ydf9vwLZR,早期建仓,sol,testicle,追踪中,早期建仓,1,
FWOG-早期建仓-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,FWOG,追踪中,早期建仓,1,current-holder
ALCH-早期建仓-top1,4yLwPkrEhZsY267D4mLXRyYBByK7ierc5j334yHE6BeF,亏损者,sol,ALCH,追踪中,早期建仓,1,
WOULD-早期建仓-top1,FtSNHsCMrnsoPZoUKTmXDkMZ2Q2WmCqsqE8DbAqbjrbk,沉睡OG,sol,WOULD,追踪中,早期建仓,1,"pnl-leader,current-holder"
USDUC-早期建仓-top1,4nNXThnYYBsHmXyUPDhizCwU7o1tg2KwXJodWQEemsfV,无数据,sol,USDUC,追踪中,早期建仓,1,"pnl-leader,current-holder"
Ban-早期建仓-top1,M2St7Gra11AKvk3tC4fJPkxviWYKpLZSMmKcHNoDtxp,中性,sol,Ban,追踪中,早期建仓,1,
arc-早期建仓-top1,8ECaGWdoJnvh6jECAjNWiWm7WvLPTgTsx3iEAxD5j6Vi,早期建仓,sol,arc,追踪中,早期建仓,1,current-holder
MOODENG-早期建仓-top1,FYchVwTvXSDf1mEndg8p1DvBUagYV7444VYHWq9GTxq6,无数据,sol,MOODENG,追踪中,早期建仓,1,current-holder
Pnut-早期建仓-top1,9WzDXwBbmkg8ZTbNMqUxvQRAyrZzDsGYdLVL9zYtAWWM,中性,sol,Pnut,追踪中,早期建仓,1,current-holder
jellyjelly-早期建仓-top1,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,jellyjelly,追踪中,早期建仓,1,current-holder
WOJAK-早期建仓-top1,2RX1ZogEMsjv1YjMF3m5U1DN7gVCtSLaQHs27F17ECve,中性,sol,WOJAK,追踪中,早期建仓,1,
BAYC-早期建仓-top1,22WHT3xGsULLrQiyrDrJVNkmp1p35DbyG9KdfFxeHCpN,中性,sol,BAYC,追踪中,早期建仓,1,"pnl-leader,current-holder"
PYTHIA-早期建仓-top1,8ECaGWdoJnvh6jECAjNWiWm7WvLPTgTsx3iEAxD5j6Vi,早期建仓,sol,PYTHIA,追踪中,早期建仓,1,current-holder
ZEREBRO-早期建仓-top1,5LZkATrLwHYCQj2YuVbjjgsDZzBk6YfL4pFQRJmtboT2,无数据,sol,ZEREBRO,追踪中,早期建仓,1,"pnl-leader,current-holder"
swarms-早期建仓-top1,3caFdfwp2LQ93cTENzGm7T7SRSZHXiuWTB22gDQ2UBSy,早期建仓,sol,swarms,追踪中,早期建仓,1,
neet-早期建仓-top1,Ge4p7K2p55poDvu5ZxK5RJVUAj5WZXyY8iioARdgh1sq,无数据,sol,neet,追踪中,早期建仓,1,current-holder
SIGMA-早期建仓-top1,D1B7q4pMKXo6FroM5pdKmidN3tpWuo6z9CGx9rFStu6Z,早期建仓,sol,SIGMA,追踪中,早期建仓,1,
PUMPCADE-早期建仓-top1,TUXkv8TVamHtLxieFADwNWjSuyqyNUiUqMz9bLxqYeu,早期建仓,sol,PUMPCADE,追踪中,早期建仓,1,current-holder
MAGA-早期建仓-top1,JCQnrhDZ73PCW1k7ZvUcPRgVCAEJNuZWfU7tmpWj36R2,早期建仓,sol,MAGA,追踪中,早期建仓,1,
Verse-早期建仓-top1,7PbcoCNXi44oKuKM39yCJb5Lm9swygKsuhRz69EVi32v,无数据,sol,Verse,追踪中,早期建仓,1,current-holder
Amiko-早期建仓-top1,5u3DVj1H5zrg1zfuv71oYcXZzQgUGfXDmTGci6Eudi4t,早期建仓,sol,Amiko,追踪中,早期建仓,1,current-holder
pippin-早期建仓-top1,77DXFZnMebramt4dXfdwem1AjnfNnVnG8FkcVWpSwdjB,中性,sol,pippin,追踪中,早期建仓,1,"pnl-leader,peak-seller"
BURNIE-早期建仓-top1,BYTWJ7ds8E5fK8ECQQaa3bXoZT8Z9RECjzi9asUGuhuR,早期建仓,sol,BURNIE,追踪中,早期建仓,1,
unc-早期建仓-top1,8rnh7qdAYc8Kd8fogrEFeYEpf2oezGFV3Eb4TivAXdub,中等盈利,sol,unc,追踪中,早期建仓,1,
PRELODE-早期建仓-top1,GYdJfRSHnzQ2QxwADLwsVtuPeHR2shpWvdyR8eF4aVmz,中等盈利,sol,PRELODE,追踪中,早期建仓,1,
GOAT-早期建仓-top1,Am8MAEorCMAKxphqjAz3Ff59NEwPm4W2eS3DQLi2B4hg,无数据,sol,GOAT,追踪中,早期建仓,1,current-holder
MarsMi-早期建仓-top1,3bXT9jFYTFJPFR9if6KPR79Geoz42LTL4tgaqMZZzpMn,无数据,sol,MarsMi,追踪中,早期建仓,1,current-holder
Clash-早期建仓-top1,5pYBpTkovK2zyidKrJhCWCLU9AQfF3rSRjq6YCXWH8Yf,沉睡OG,sol,Clash,追踪中,早期建仓,1,"pnl-leader,current-holder"
CHILLGUY-早期建仓-top1,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,无数据,sol,CHILLGUY,追踪中,早期建仓,1,current-holder
HANTA-早期建仓-top1,8R1AVdSs95sy5u7N6RUDQcAaZBz6n1LBCW7FsVvYHwxV,早期建仓,sol,HANTA,追踪中,早期建仓,1,
VINE-早期建仓-top1,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,无数据,sol,VINE,追踪中,早期建仓,1,current-holder
Bert-早期建仓-top1,mu5h6byDpZBzugjEuswVSUTqEshhmi6M5C1nwZhB8T1,无数据,sol,Bert,追踪中,早期建仓,1,current-holder
ACT-早期建仓-top1,CqrwsE7Ni9AM3EGtJ68Grg9VLwP1xJWNkc5WXjLPECN6,中性,sol,ACT,追踪中,早期建仓,1,
Goblin-早期建仓-top1,RwT8dxbecoLaSxkPNwnK1zNpPYFoY1upDiFM5XMpGit,早期建仓,sol,Goblin,追踪中,早期建仓,1,current-holder
FORCA-早期建仓-top1,DB4cg1r4ZH3oMsULiCUx4U195rdfp2CPjmsoGJQiYoC9,沉睡OG,sol,FORCA,追踪中,早期建仓,1,"pnl-leader,current-holder"
TripleT-早期建仓-top1,3KFCgJ5R3zshW8hTDbzjSrrKSRYmKvsMfhc4Vo4iddxD,早期建仓,sol,TripleT,追踪中,早期建仓,1,current-holder
WOLF-早期建仓-top1,6W46DHAyHmRC6oqDQF5t7Q4CJoCE5YsvuGKFxgwZfjAb,无数据,sol,WOLF,追踪中,早期建仓,1,current-holder
WNTV-早期建仓-top1,8sYeh6aiKfc59yf2zh3PsMFjEHakJPF7TK8fdgduBGue,无数据,sol,WNTV,追踪中,早期建仓,1,current-holder
BULL-早期建仓-top1,9s122YBbogcBg2pL7N9xGN9se6WZRjhQLT89rEBZ3T8A,早期建仓,sol,BULL,追踪中,早期建仓,1,
SMR-早期建仓-top1,6jfC9p4jzTBTGpMrbR8H464kNo1SBGNCW17oDETzSJrf,亏损者,sol,SMR,追踪中,早期建仓,1,current-holder
UFD-早期建仓-top1,E2RvJg2myWpKcbkhBuF81gfhYr6KvmNcDbSmr5qnatYy,无数据,sol,UFD,追踪中,早期建仓,1,current-holder
CINO-早期建仓-top1,E12yQDriMCigqc2y5CKSowFd9Z32aWmL174yi4UDnt4k,无数据,sol,CINO,追踪中,早期建仓,1,"pnl-leader,current-holder"
AISM-早期建仓-top1,8h4PddVs9dD6kWpbmriRjUuVTQAkpr6YmCGgSyAZm6XP,中性,sol,AISM,追踪中,早期建仓,1,current-holder
AVA-早期建仓-top1,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,AVA,追踪中,早期建仓,1,current-holder
maxxing-早期建仓-top1,HBdya3uzChN6XwjL7E83pTDEnYzrEwzSwdjaB9b849eF,中等盈利,sol,maxxing,追踪中,早期建仓,1,
XPT -早期建仓-top1,GkX3LJMYHN8xaburCdbkNektDd9S88UnF9zaddx2ivGx,中性,sol,XPT ,追踪中,早期建仓,1,current-holder
WhiteWhale-早期建仓-top1,HVeUh8U5Wuy2bNpXpiFwMc6FjMQVM7BrYGKwJF73GZz7,无数据,sol,WhiteWhale,追踪中,早期建仓,1,current-holder
AINL-早期建仓-top1,9HPM29iipSpsRpw6yjxkCAUnz919GLvfyRQCXpRco3Pf,早期建仓,sol,AINL,追踪中,早期建仓,1,"pnl-leader,current-holder"
MNSRY-早期建仓-top1,8nULvjDGGykWnwd6mogRm9i7Y5D5M47S2YNwZrPf8bUN,无数据,sol,MNSRY,追踪中,早期建仓,1,current-holder
RAIN-早期建仓-top1,7np3DupdNNQzvjhgYaaQg4seb56mRqAK3S9ukjo7QfGi,早期建仓,sol,RAIN,追踪中,早期建仓,1,current-holder
crazylive-早期建仓-top1,9BDL6Gsiyps4mjXrgf7DE9aaX2MoTHG19Nz4rXjd3n9H,早期建仓,sol,crazylive,追踪中,早期建仓,1,pnl-leader
RAGE-早期建仓-top1,222PihJ89aTL73RLoK1qHUCVSeDq52V2Wy6vVfN8x9UD,早期建仓,sol,RAGE,追踪中,早期建仓,1,early-buyer
boob-早期建仓-top1,4W4G9TDrAeZCQz8DEPBZ7JsEivgatnEVVzRvFUhqU1SP,无数据,sol,boob,追踪中,早期建仓,1,current-holder
NOTHING-早期建仓-top1,2pA1GMh9WbPtURmr6Rt5oxNs6RdpLzxJphSJQcdyaNFq,无数据,sol,NOTHING,追踪中,早期建仓,1,"early-buyer,current-holder"
retire-早期建仓-top1,GqzCiQ4EkLJRenxde3GcywX9VhENBnBDD9CJUu3zBToc,中等盈利,sol,retire,追踪中,早期建仓,1,pnl-leader
Aliens-早期建仓-top1,7nVP4qykvMpEuhobyrzCn1TQiz7K8PMK5UXQeeBrZyh,早期建仓,sol,Aliens,追踪中,早期建仓,1,early-buyer
dreams-早期建仓-top1,FFuomhmKxHcD1VJvXkLQiDcJcRvtvAoxJwRVyxHrvfRr,无数据,sol,dreams,追踪中,早期建仓,1,current-holder
401jk-早期建仓-top1,HeKoNVt6xjW7RsxfUvRE8UEzJ649AGDJRmdcot32fVW5,早期建仓,sol,401jk,追踪中,早期建仓,1,
ZAUTH-早期建仓-top1,4Mi5duv3imwemSNiC5QSHVzuPG2JdJXvLFKpCJb6BpSj,早期建仓,sol,ZAUTH,追踪中,早期建仓,1,"pnl-leader,current-holder"
BP-早期建仓-top1,GYwaQP8Lb3vqG7q2c58ZGueVYfF8hYogg8BeSa1FNcpZ,无数据,sol,BP,追踪中,早期建仓,1,current-holder
CODEC-早期建仓-top1,AGYfNcsJ8micr2mgMEdCEA9zsFHMnP3GEPX6pwnSYgoT,无数据,sol,CODEC,追踪中,早期建仓,1,"early-buyer,current-holder"
RAGEGUY-早期建仓-top1,23bE7SYhucuqprapRLyZbgtV8tRZBjMWxBpMzXvFxBZu,早期建仓,sol,RAGEGUY,追踪中,早期建仓,1,pnl-leader
BULLISH-早期建仓-top1,4V7gzeefmWzmBmP6XCqCaKUNRsKBBNE4Mn4UgMHXsGVk,早期建仓,sol,BULLISH,追踪中,早期建仓,1,
XERIS-早期建仓-top1,6XjutcUVEidzb3o1yXLYGC2ZSnjde2YvAUF9CiPVqxwm,无数据,sol,XERIS,追踪中,早期建仓,1,current-holder
KOKOP-早期建仓-top1,5DT6Ff3E77FXg9kLCG5TKgkBHdqc1W8G5RLAXdjsX5CQ,早期建仓,sol,KOKOP,追踪中,早期建仓,1,"pnl-leader,current-holder"
TOS-早期建仓-top1,FRx5J4PJZBnceTbhNaMm92RkxTZQJonCznP65uCosaEK,无数据,sol,TOS,追踪中,早期建仓,1,"pnl-leader,current-holder"
jobcoin-早期建仓-top1,8yzZgcvzk353JqUbTHeHUUA5kJhZb1EimJwCcXLCM4LH,无数据,sol,jobcoin,追踪中,早期建仓,1,current-holder
CHUD-早期建仓-top1,DQ4V2NZiMeVchMF9jFazAGSW6dkvtW427vWmzFpjrnux,早期建仓,sol,CHUD,追踪中,早期建仓,1,early-buyer
House-早期建仓-top1,J9cEhZVhS7LhMneq2VdJJzm72H2gjmanRMuSjRDyHaAG,稳输者,sol,House,追踪中,早期建仓,1,
PENGUIN-早期建仓-top1,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,暴富新人,sol,PENGUIN,追踪中,早期建仓,1,current-holder
CHILLHOUSE-早期建仓-top1,35TqQMeiRwEbK6FR5qiPwastuAAvo32VjnULJpxVSxUK,无数据,sol,CHILLHOUSE,追踪中,早期建仓,1,current-holder
$NRG-早期建仓-top1,34bDFQiowUDqdqYJ8vB9pqDZu8QHaKf186fFhHf8QffS,无数据,sol,$NRG,追踪中,早期建仓,1,"pnl-leader,current-holder"
afk-早期建仓-top1,8MMLwA56EbKKMfibP5fAFbFHrurcPAqWBBhEBiFHrNNJ,早期建仓,sol,afk,追踪中,早期建仓,1,pnl-leader
GOJIPOWER-早期建仓-top1,2NBXm1BruuvgCzXA7P22WQBUzJiHCuEBZjjSj72455bm,无数据,sol,GOJIPOWER,追踪中,早期建仓,1,current-holder
DJI6930-早期建仓-top1,6M7Jf1h22ZgSeCSSk3YLJKeAkWRfy6LJv1HFfUPqa3PS,无数据,sol,DJI6930,追踪中,早期建仓,1,current-holder
SAN-早期建仓-top1,ZcEFvrnkzFSqeU9Hqyrstm9hUcJPFxnoQvum1qR3bBR,沉睡OG,sol,SAN,追踪中,早期建仓,1,"early-buyer,current-holder"
HODL-早期建仓-top1,DTdtHUx79bmNMnesv3au7pzBKAkB3mUUi8GwUdZ6Suw,无数据,sol,HODL,追踪中,早期建仓,1,current-holder
MOBY-早期建仓-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,MOBY,追踪中,早期建仓,1,current-holder
WAR-早期建仓-top1,6TkTCyQTqvTqAHLzghbFByNZFp8dxXnQ2trjE1QoHmUi,早期建仓,sol,WAR,追踪中,早期建仓,1,early-buyer
Tokabu-早期建仓-top1,Ekv9HdumWqnXZgq5G6ge6bk1ZRHKXYC2WnSFL94sQmLJ,无数据,sol,Tokabu,追踪中,早期建仓,1,current-holder
ADA-早期建仓-top1,9vXjRRVfmw3cHJFrxirog5oEZrMg7CChs4Hst668wCUM,暴富新人,sol,ADA,追踪中,早期建仓,1,early-buyer
Punch-早期建仓-top1,A6KHMiFzn9AM7VKBtVP4fZNY9bCo2jP63R9dphaW1vrq,无数据,sol,Punch,追踪中,早期建仓,1,"early-buyer,current-holder"
QST-早期建仓-top1,GGgFLGAHwXRNt6YH7hwADtQnkRymSiGc93JWhGmaPUUC,早期建仓,sol,QST,追踪中,早期建仓,1,
A47-早期建仓-top1,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,A47,追踪中,早期建仓,1,current-holder
BBT-早期建仓-top1,BifQYpeiuYkCrBDU14UZsY1ReLE5coLpo2yfSsYsJqmz,无数据,sol,BBT,追踪中,早期建仓,1,"early-buyer,current-holder"
PsyopAnime-早期建仓-top1,HSLnLatV21ViQpx8KBcMThUwfFnjYxxPYMmGP1eRUcCy,无数据,sol,PsyopAnime,追踪中,早期建仓,1,
$COLLAT-早期建仓-top1,3yAiGCF9h3NGcD5mMXAVeCM7kRtpXiL9FzVDqQPpVjf5,无数据,sol,$COLLAT,追踪中,早期建仓,1,"early-buyer,current-holder"
Lobstar-早期建仓-top1,78QUH7TPpzEVDts7jNf6Hjx3r3JQHF6qXaUxt3s74dcn,亏损者,sol,Lobstar,追踪中,早期建仓,1,early-buyer
PEPECAT-早期建仓-top1,2Txkz2ZZa7NjHm16cPGLnKZ1c6bm44SjenEfsPJxwZiQ,无数据,sol,PEPECAT,追踪中,早期建仓,1,current-holder
core-早期建仓-top1,CmRJPWZrcLFrw3iyi2dT7s5osXqdSTW5z2dybTbuXq7a,早期建仓,sol,core,追踪中,早期建仓,1,early-buyer
BLACKCOIN-早期建仓-top1,2199ntU5hngQJKPHE1LVz8g3ubeFkUef4xDzKekmacee,无数据,sol,BLACKCOIN,追踪中,早期建仓,1,"pnl-leader,current-holder"
AMERICA-早期建仓-top1,E9Pq8h8CN2cK3uZxsQ6LhkwGbyaAnLgAh4YwczNqdU3f,早期建仓,sol,AMERICA,追踪中,早期建仓,1,early-buyer
TCG-早期建仓-top1,8SKhPrsr5Dk7shHx65upgDesJqg71Y4AcH5iJ15kkJ2n,中等盈利,sol,TCG,追踪中,早期建仓,1,
CAR-早期建仓-top1,51MsZhT6xPSFZ3KriJKuuk2mivcnrszCw8Noo7NJsQDL,中性,sol,CAR,追踪中,早期建仓,1,current-holder
COPPERINU-早期建仓-top1,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,COPPERINU,追踪中,早期建仓,1,early-buyer
DEXTER-早期建仓-top1,Csqt5aXbzLcSd13DpY6AYLtRKcU5q1NztAPaM67eLxRo,无数据,sol,DEXTER,追踪中,早期建仓,1,
GTA 6 Coin-早期建仓-top1,4eL9RojZH2GKHuth5eZJLP4fxZAxcUS2NnLfGHyznVdh,微赚,sol,GTA 6 Coin,追踪中,早期建仓,1,early-buyer
MICHI-早期建仓-top1,5WkcB68ZcXgaz2p1akjRfhnpEGkDDdS14L9bcavaMUMT,中性,sol,MICHI,追踪中,早期建仓,1,"early-buyer,current-holder"
SPUD-早期建仓-top1,Htsm6ju3tVgwmwTq3wH77ggYNqsr5XASXy1VLBcFtEbM,中性,sol,SPUD,追踪中,早期建仓,1,"early-buyer,pnl-leader,current-holder"
MASK-早期建仓-top1,GWPLjamb5ZxrGbTsYNWW7V3p1pAMryZSfaPFTdaEsWgC,无数据,sol,MASK,追踪中,早期建仓,1,current-holder
LC-早期建仓-top1,EXgLJxbcAH6WvSx4K7gMLocGsbmur5xEGfXaHAKot2PT,无数据,sol,LC,追踪中,早期建仓,1,"early-buyer,current-holder"
DORA-早期建仓-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,DORA,追踪中,早期建仓,1,"early-buyer,current-holder"
ALPHA-早期建仓-top1,583AyPDoKtmpuB2ucFFHmd869sRqLq3tcqqmHqkZZnu4,早期建仓,sol,ALPHA,追踪中,早期建仓,1,"early-buyer,pnl-leader"
PEC-早期建仓-top1,CHpAXNGmtfkPzQ6wgCa5gnAH2BfVeBstYXUHdt223DXQ,中等盈利,sol,PEC,追踪中,早期建仓,1,"early-buyer,pnl-leader,current-holder"
V2EX-早期建仓-top1,Fw398k4H48GSFnRhrBZPUSRqYQqubiaV5hBFQjRohhp,无数据,sol,V2EX,追踪中,早期建仓,1,"early-buyer,current-holder"
YzY-早期建仓-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,YzY,追踪中,早期建仓,1,"early-buyer,current-holder"
ALLINDOGE-早期建仓-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,ALLINDOGE,追踪中,早期建仓,1,early-buyer
我的刀盾-早期建仓-top1,9RpsV1vWy6itWjiHsBjrbpw2Z36AeiCnaiktyqTnXxcr,无数据,sol,我的刀盾,追踪中,早期建仓,1,early-buyer
WCC-早期建仓-top1,4bMqPQQ92Ju2pVRioNcD6VQfhvNr6ucpSH4DqwP7gnDd,赌徒命中,sol,WCC,追踪中,早期建仓,1,"early-buyer,pnl-leader,current-holder"
SSR-早期建仓-top1,FcsKUKULRECYrdYpCzuGQiPkVRSMqnE5DkjuBnczrAnJ,中性,sol,SSR,追踪中,早期建仓,1,early-buyer
stkr-早期建仓-top1,HUa24XU1aYeoF4EWtfKmcsdXT8P3UxPKa9KYUH32xPAW,无数据,sol,stkr,追踪中,早期建仓,1,early-buyer
ARMY-早期建仓-top1,EYWWQ8WV8nhnbyCpfDoi97n87GgBrU5Vkm7n3H85PXYF,早期建仓,sol,ARMY,追踪中,早期建仓,1,early-buyer
GBACK-早期建仓-top1,5imMdVjpsBM84z9JvYw1aHfNF8zTA3unrmWeYUQKkiQs,无数据,sol,GBACK,追踪中,早期建仓,1,early-buyer
gork-早期建仓-top1,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,gork,追踪中,早期建仓,1,"early-buyer,current-holder"
GAYTES-早期建仓-top1,69vfYvsbZcgfbKiqQwSXmUHaqT2A1zuXYvWZAvzpQHVM,早期建仓,sol,GAYTES,追踪中,早期建仓,1,early-buyer
gork-早期建仓-top1,AZmU4Bv6TPHimgqBe5eRsRQ18KKKr2aemHdqmfbVKqvr,无数据,sol,gork,追踪中,早期建仓,1,early-buyer
GRPH-早期建仓-top1,4jFiVVh2M9P7khivhFN6CurnckcbgVrZ2WZmQWR6fdrE,无数据,sol,GRPH,追踪中,早期建仓,1,"early-buyer,current-holder"
BEB1M-早期建仓-top1,B1X1edX2q5TUjRLsQAKBCZuo79QdV13fMdHfSZZVgW5D,无数据,sol,BEB1M,追踪中,早期建仓,1,early-buyer
loulou-早期建仓-top1,31y4z82JHJVJATz7xbZziJ3LTD1oe2LWVBBTnGBvSDns,早期建仓,sol,loulou,追踪中,早期建仓,1,early-buyer
pwease-早期建仓-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,pwease,追踪中,早期建仓,1,"early-buyer,current-holder"
MOLT-早期建仓-top1,FEBYud9QGsHNzASnZW3TBzt3fJikF2iVYVTKQahd3xLv,早期建仓,sol,MOLT,追踪中,早期建仓,1,early-buyer
JINDO-早期建仓-top1,5LJ4w8dFvwetbMzbeuHgdJjE9LUxFUE4LEY3ZMpfghPV,微赚,sol,JINDO,追踪中,早期建仓,1,"early-buyer,pnl-leader"
DGN-早期建仓-top1,H3ZCeddNfc5HDACJaZirKKr9ePr4DowBcGefnzkVves1,无数据,sol,DGN,追踪中,早期建仓,1,"early-buyer,current-holder"
AGI-早期建仓-top1,Ay2SHnVdXBtK6wQKqa6se7bg8QStSUs1V3k7wtrgwW75,早期建仓,sol,AGI,追踪中,早期建仓,1,early-buyer
Buttcoin-早期建仓-top2,XzRRpLhVJStg5u1yBCcgSafwFdZnrteH7GXYzXxZCFE,无数据,sol,Buttcoin,追踪中,早期建仓,2,current-holder
67-早期建仓-top2,BaCw5hq6qBf85ZX2S98Eb8TThdWap8yxhzFWE583JZfP,亏损者,sol,67,追踪中,早期建仓,2,current-holder
LMAO!-早期建仓-top2,MWUNSCBzFDfEfrp5iY8dKXHtCejQyqMqhPo4xY1KZ6x,无数据,sol,LMAO!,追踪中,早期建仓,2,"early-buyer,pnl-leader"
TROLL-早期建仓-top2,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,无数据,sol,TROLL,追踪中,早期建仓,2,"pnl-leader,current-holder"
Fartcoin -早期建仓-top2,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,Fartcoin ,追踪中,早期建仓,2,current-holder
testicle-早期建仓-top2,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,testicle,追踪中,早期建仓,2,pnl-leader
FWOG-早期建仓-top2,6FEVkH17P9y8Q9aCkDdPcMDjvj7SVxrTETaYEm8f51Jy,中性,sol,FWOG,追踪中,早期建仓,2,current-holder
ALCH-早期建仓-top2,FkaLnX17cXZGyeu3kZGdHCNdFMJJzBrPPYVvd18B3MZp,亏损者,sol,ALCH,追踪中,早期建仓,2,pnl-leader
WOULD-早期建仓-top2,8HtxymwRNJVuHbZk6w6fJ6pEeEBdYnmxm9Kz64SywNDy,无数据,sol,WOULD,追踪中,早期建仓,2,"pnl-leader,current-holder"
USDUC-早期建仓-top2,E2RvJg2myWpKcbkhBuF81gfhYr6KvmNcDbSmr5qnatYy,无数据,sol,USDUC,追踪中,早期建仓,2,"pnl-leader,current-holder"
Ban-早期建仓-top2,H5FN7GWxwvZFpkxsHwFHYt5A95deCy64FrsK5vPM4JLw,早期建仓,sol,Ban,追踪中,早期建仓,2,pnl-leader
arc-早期建仓-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,arc,追踪中,早期建仓,2,current-holder
MOODENG-早期建仓-top2,4xLpwxgYuPwPvtQjE94RLS4WZ4aD8NJYYKr2AJk99Qdg,无数据,sol,MOODENG,追踪中,早期建仓,2,current-holder
Pnut-早期建仓-top2,4xLpwxgYuPwPvtQjE94RLS4WZ4aD8NJYYKr2AJk99Qdg,无数据,sol,Pnut,追踪中,早期建仓,2,current-holder
jellyjelly-早期建仓-top2,7TWnq4WeYcwQWBCwKeEX2Q9xqVtthPGkB7adNvueuVuh,中性,sol,jellyjelly,追踪中,早期建仓,2,"pnl-leader,current-holder"
WOJAK-早期建仓-top2,GofwMC9tYVnC4LXNMrGEx3S52UhCNzVEddeiUb5Uairb,无数据,sol,WOJAK,追踪中,早期建仓,2,current-holder
BAYC-早期建仓-top2,C6cFnN2rZ3sxg2H9ujUfFM5L2R4CMbxVGmTJQztHtQ79,沉睡OG,sol,BAYC,追踪中,早期建仓,2,current-holder
PYTHIA-早期建仓-top2,BUnN9ZbqKbpogDB7LwfPAaAfgaiWSjMTRwa23UMTxG9p,早期建仓,sol,PYTHIA,追踪中,早期建仓,2,current-holder
ZEREBRO-早期建仓-top2,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,ZEREBRO,追踪中,早期建仓,2,current-holder
swarms-早期建仓-top2,FkaLnX17cXZGyeu3kZGdHCNdFMJJzBrPPYVvd18B3MZp,亏损者,sol,swarms,追踪中,早期建仓,2,pnl-leader
neet-早期建仓-top2,9z9vChEJp1Bkba8yCd3GJBbrAKkAchJx4sHNHWkQ4LKs,无数据,sol,neet,追踪中,早期建仓,2,"pnl-leader,current-holder"
SIGMA-早期建仓-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,SIGMA,追踪中,早期建仓,2,current-holder
PUMPCADE-早期建仓-top2,7S9qXP7pcQut22NnMD9hmfBUxkStkQSeCs2d9w9snZJv,早期建仓,sol,PUMPCADE,追踪中,早期建仓,2,"pnl-leader,current-holder"
MAGA-早期建仓-top2,dmuXAmcXJcdNuK264vsJQNBpVBPAx4JLujBzBMahJ6C,早期建仓,sol,MAGA,追踪中,早期建仓,2,
Verse-早期建仓-top2,5tnvsFE9jz4KCBtpt32H3faiEPkszJ1aGxu5zP5QGGRP,无数据,sol,Verse,追踪中,早期建仓,2,current-holder
Amiko-早期建仓-top2,BxChQ2VhB6kpMWuHAQgtiNaotSb4EmfrjsUjk6XsQejL,早期建仓,sol,Amiko,追踪中,早期建仓,2,current-holder
